Timestamp,Temperature (2m),Humidity (2m),PAR Radiation (2m),Temperature (-0.25m),Soil moisture (-0.25m),Temperature (-0.55m),Soil moisture (-0.55m),Station
2010-08-09 08:00:00,15.62,100.19,16.7,16.09,7.36,15.39,5.89,2
2010-08-09 09:00:00,17.88,88.88,20.55,16.07,7.38,15.39,5.9,2
2010-08-09 10:00:00,19.36,81.17,25.68,16.05,7.36,15.4,5.9,2
2010-08-09 11:00:00,20.24,77.65,31.32,16.04,7.36,15.41,5.89,2
2010-08-09 12:00:00,20.25,79.38,16.43,16.03,7.34,15.42,5.89,2
2010-08-09 13:00:00,20.7,76.83,24.83,16.02,7.32,15.42,5.88,2
2010-08-09 14:00:00,20.81,74.24,17.11,16.02,7.33,15.42,5.88,2
2010-08-09 15:00:00,21.43,70.23,29.46,16.02,7.31,15.41,5.87,2
2010-08-09 16:00:00,21.33,73.03,12.3,16.03,7.31,15.41,5.85,2
2010-08-09 17:00:00,18.32,95.9,6.5,16.04,7.3,15.41,5.85,2
2010-08-09 18:00:00,18.27,99.57,13.59,16.05,7.29,15.39,5.84,2
2010-08-09 19:00:00,18.27,98.66,2.89,16.07,7.28,15.39,5.85,2
2010-08-09 20:00:00,17.46,99.88,1.13,16.08,7.3,15.39,5.85,2
2010-08-09 21:00:00,17.2,100.77,0.85,16.1,7.28,15.38,5.85,2
2010-08-09 22:00:00,16.97,101.15,0.86,16.11,7.28,15.38,5.85,2
2010-08-09 23:00:00,16.73,101.4,0.84,16.12,7.3,15.38,5.85,2
2010-08-10 00:00:00,16.47,101.55,0.87,16.13,7.29,15.38,5.85,2
2010-08-10 01:00:00,15.86,101.52,0.86,16.14,7.29,15.38,5.85,2
2010-08-10 02:00:00,14.98,101.83,0.85,16.14,7.29,15.38,5.85,2
2010-08-10 03:00:00,14.85,101.93,0.85,16.14,7.28,15.38,5.86,2
2010-08-10 04:00:00,14.29,101.86,0.86,16.14,7.28,15.38,5.85,2
2010-08-10 05:00:00,13.5,102.0,1.18,16.13,7.28,15.37,5.86,2
2010-08-10 06:00:00,13.86,102.24,2.98,16.12,7.3,15.38,5.85,2
2010-08-10 07:00:00,14.53,102.26,7.39,16.11,7.29,15.38,5.85,2
2010-08-10 08:00:00,15.53,102.22,15.73,16.1,7.29,15.38,5.85,2
2010-08-10 09:00:00,17.01,100.33,29.43,16.09,7.29,15.39,5.86,2
2010-08-10 10:00:00,18.65,84.68,32.4,16.07,7.28,15.4,5.87,2
2010-08-10 11:00:00,19.84,77.1,38.96,16.06,7.29,15.41,5.86,2
2010-08-10 12:00:00,20.64,71.53,33.14,16.05,7.27,15.41,5.85,2
2010-08-10 13:00:00,21.07,68.85,32.09,16.05,7.26,15.42,5.85,2
2010-08-10 14:00:00,22.7,59.59,183.23,16.06,7.25,15.42,5.84,2
2010-08-10 15:00:00,22.82,60.06,30.87,16.07,7.23,15.43,5.83,2
2010-08-10 16:00:00,23.19,58.15,30.75,16.08,7.23,15.42,5.82,2
2010-08-10 17:00:00,22.78,61.22,17.95,16.1,7.21,15.43,5.81,2
2010-08-10 18:00:00,21.62,68.0,8.08,16.12,7.21,15.42,5.81,2
2010-08-10 19:00:00,20.64,78.48,3.79,16.15,7.2,15.42,5.8,2
2010-08-10 20:00:00,18.71,84.53,1.07,16.17,7.2,15.41,5.79,2
2010-08-10 21:00:00,17.38,91.16,0.85,16.2,7.2,15.4,5.8,2
2010-08-10 22:00:00,16.58,91.91,0.86,16.22,7.2,15.4,5.79,2
2010-08-10 23:00:00,15.68,93.5,0.88,16.24,7.2,15.39,5.78,2
2010-08-11 00:00:00,15.09,96.09,0.84,16.25,7.19,15.39,5.78,2
2010-08-11 01:00:00,14.75,97.17,0.86,16.26,7.18,15.39,5.79,2
2010-08-11 02:00:00,14.47,98.28,0.85,16.27,7.19,15.39,5.78,2
2010-08-11 03:00:00,13.64,97.63,0.86,16.26,7.19,15.4,5.79,2
2010-08-11 04:00:00,12.93,97.78,0.87,16.26,7.19,15.4,5.79,2
2010-08-11 05:00:00,12.6,98.32,1.37,16.24,7.19,15.4,5.79,2
2010-08-11 06:00:00,12.8,98.85,3.54,16.23,7.18,15.4,5.78,2
2010-08-11 07:00:00,14.03,98.71,8.33,16.22,7.19,15.41,5.8,2
2010-08-11 08:00:00,15.75,97.76,13.29,16.2,7.18,15.42,5.79,2
2010-08-11 09:00:00,17.89,92.25,19.9,16.17,7.18,15.43,5.8,2
2010-08-11 10:00:00,19.76,82.82,27.04,16.16,7.19,15.44,5.8,2
2010-08-11 11:00:00,21.57,69.19,29.46,16.14,7.17,15.45,5.81,2
2010-08-11 12:00:00,21.38,68.06,25.89,16.13,7.16,15.47,5.8,2
2010-08-11 13:00:00,20.37,75.29,13.78,16.12,7.15,15.46,5.78,2
2010-08-11 14:00:00,20.36,76.88,17.85,16.12,7.14,15.45,5.78,2
2010-08-11 15:00:00,20.7,76.21,20.6,16.13,7.13,15.46,5.78,2
2010-08-11 16:00:00,22.34,66.38,26.45,16.13,7.13,15.46,5.77,2
2010-08-11 17:00:00,22.53,68.71,17.5,16.15,7.13,15.46,5.76,2
2010-08-11 18:00:00,21.64,75.57,5.61,16.16,7.12,15.47,5.77,2
2010-08-11 19:00:00,21.09,78.55,3.78,16.18,7.11,15.46,5.76,2
2010-08-11 20:00:00,19.87,84.24,1.06,16.2,7.11,15.46,5.76,2
2010-08-11 21:00:00,18.31,89.05,0.84,16.22,7.11,15.45,5.76,2
2010-08-11 22:00:00,17.36,92.54,0.84,16.23,7.11,15.44,5.75,2
2010-08-11 23:00:00,17.11,94.93,0.87,16.25,7.1,15.44,5.76,2
2010-08-12 00:00:00,16.92,96.36,0.86,16.26,7.1,15.44,5.76,2
2010-08-12 01:00:00,16.76,96.65,0.84,16.28,7.12,15.44,5.76,2
2010-08-12 02:00:00,16.29,97.36,0.85,16.28,7.11,15.44,5.76,2
2010-08-12 03:00:00,15.3,98.25,0.87,16.28,7.12,15.44,5.75,2
2010-08-12 04:00:00,14.57,98.56,0.86,16.28,7.11,15.44,5.75,2
2010-08-12 05:00:00,14.27,99.19,1.4,16.28,7.12,15.44,5.75,2
2010-08-12 06:00:00,14.5,99.32,4.01,16.28,7.11,15.45,5.75,2
2010-08-12 07:00:00,15.22,99.25,8.47,16.27,7.1,15.45,5.76,2
2010-08-12 08:00:00,17.18,95.53,18.2,16.27,7.1,15.47,5.76,2
2010-08-12 09:00:00,19.14,91.8,27.93,16.27,7.1,15.49,5.76,2
2010-08-12 10:00:00,21.25,83.05,32.86,16.24,7.11,15.49,5.76,2
2010-08-12 11:00:00,22.79,71.8,29.89,16.23,7.1,15.5,5.76,2
2010-08-12 12:00:00,22.56,75.77,22.75,16.23,7.09,15.51,5.75,2
2010-08-12 13:00:00,22.74,74.91,32.37,16.23,7.07,15.51,5.75,2
2010-08-12 14:00:00,23.9,68.65,45.4,16.23,7.06,15.51,5.74,2
2010-08-12 15:00:00,23.85,69.42,21.56,16.25,7.06,15.52,5.74,2
2010-08-12 16:00:00,23.37,71.12,11.56,16.27,7.06,15.52,5.73,2
2010-08-12 17:00:00,21.93,76.77,9.37,16.29,7.05,15.52,5.72,2
2010-08-12 18:00:00,20.79,83.6,2.9,16.32,7.05,15.51,5.72,2
2010-08-12 19:00:00,19.03,92.99,1.11,16.35,7.05,15.5,5.73,2
2010-08-12 20:00:00,17.65,99.29,0.85,16.37,7.04,15.5,5.72,2
2010-08-12 21:00:00,17.32,100.61,0.84,16.4,7.05,15.49,5.73,2
2010-08-12 22:00:00,17.24,101.08,0.87,16.42,7.05,15.49,5.74,2
2010-08-12 23:00:00,16.96,101.33,0.85,16.44,7.06,15.5,5.73,2
2010-08-13 00:00:00,16.78,101.54,0.83,16.46,7.05,15.5,5.74,2
2010-08-13 01:00:00,16.62,101.7,0.85,16.47,7.05,15.51,5.73,2
2010-08-13 02:00:00,16.48,101.82,0.86,16.48,7.06,15.51,5.73,2
2010-08-13 03:00:00,16.48,101.93,0.85,16.48,7.06,15.52,5.73,2
2010-08-13 04:00:00,16.44,102.01,0.87,16.48,7.06,15.52,5.73,2
2010-08-13 05:00:00,16.53,102.11,1.03,16.48,7.05,15.53,5.74,2
2010-08-13 06:00:00,16.73,102.16,1.3,16.47,7.05,15.54,5.74,2
2010-08-13 07:00:00,16.89,102.2,3.66,16.47,7.06,15.55,5.74,2
2010-08-13 08:00:00,17.02,102.18,8.95,16.47,7.06,15.55,5.74,2
2010-08-13 09:00:00,17.03,102.1,16.39,16.46,7.06,15.56,5.74,2
2010-08-13 10:00:00,17.31,101.65,23.75,16.45,7.06,15.56,5.75,2
2010-08-13 11:00:00,18.25,94.99,25.58,16.44,7.07,15.57,5.75,2
2010-08-13 12:00:00,19.03,90.35,26.83,16.44,7.06,15.58,5.74,2
2010-08-13 13:00:00,19.64,82.83,20.77,16.44,7.05,15.58,5.75,2
2010-08-13 14:00:00,19.62,86.31,15.48,16.44,7.05,15.59,5.75,2
2010-08-13 15:00:00,19.89,83.91,21.36,16.44,7.05,15.59,5.73,2
2010-08-13 16:00:00,19.81,85.43,17.7,16.45,7.04,15.6,5.74,2
2010-08-13 17:00:00,20.15,80.14,10.85,16.46,7.04,15.6,5.73,2
2010-08-13 18:00:00,19.37,84.84,3.63,16.47,7.02,15.6,5.73,2
2010-08-13 19:00:00,18.91,84.4,2.73,16.48,7.03,15.6,5.73,2
2010-08-13 20:00:00,18.67,90.8,1.05,16.49,7.03,15.6,5.73,2
2010-08-13 21:00:00,18.54,92.04,0.82,16.51,7.03,15.6,5.73,2
2010-08-13 22:00:00,18.44,91.69,0.84,16.52,7.03,15.61,5.73,2
2010-08-13 23:00:00,17.78,95.68,0.84,16.53,7.04,15.61,5.72,2
2010-08-14 00:00:00,16.87,99.45,0.84,16.53,7.03,15.61,5.73,2
2010-08-14 01:00:00,16.17,100.42,0.85,16.54,7.03,15.61,5.74,2
2010-08-14 02:00:00,15.96,101.35,0.84,16.54,7.03,15.61,5.73,2
2010-08-14 03:00:00,15.83,101.66,0.85,16.54,7.04,15.61,5.72,2
2010-08-14 04:00:00,15.76,101.94,0.86,16.54,7.04,15.61,5.73,2
2010-08-14 05:00:00,15.9,102.11,0.9,16.54,7.04,15.62,5.73,2
2010-08-14 06:00:00,16.07,102.2,1.41,16.53,7.03,15.63,5.73,2
2010-08-14 07:00:00,16.17,102.29,2.24,16.52,7.04,15.63,5.73,2
2010-08-14 08:00:00,16.36,102.37,1.91,16.51,7.03,15.63,5.73,2
2010-08-14 09:00:00,16.51,102.42,1.34,16.5,7.04,15.64,5.74,2
2010-08-14 10:00:00,16.67,102.51,3.12,16.5,7.35,15.64,5.73,2
2010-08-14 11:00:00,17.0,102.57,6.93,16.5,11.86,15.65,5.73,2
2010-08-14 12:00:00,17.34,102.57,6.44,16.5,13.58,15.65,5.73,2
2010-08-14 13:00:00,17.77,102.58,9.6,16.5,13.81,15.66,5.73,2
2010-08-14 14:00:00,18.06,102.55,10.38,16.48,13.82,15.66,5.74,2
2010-08-14 15:00:00,18.22,102.53,9.29,16.47,13.79,15.67,5.75,2
2010-08-14 16:00:00,17.82,102.53,3.89,16.47,13.74,15.68,5.75,2
2010-08-14 17:00:00,17.43,102.64,4.07,16.47,13.69,15.68,5.76,2
2010-08-14 18:00:00,17.22,102.72,2.47,16.47,13.63,15.69,5.76,2
2010-08-14 19:00:00,17.11,102.78,1.73,16.47,13.57,15.69,5.76,2
2010-08-14 20:00:00,16.99,102.8,0.9,16.47,13.52,15.7,5.76,2
2010-08-14 21:00:00,16.79,102.85,0.86,16.47,13.47,15.7,5.76,2
2010-08-14 22:00:00,16.69,102.88,0.85,16.47,13.42,15.71,5.76,2
2010-08-14 23:00:00,16.63,102.92,0.83,16.47,13.38,15.71,5.77,2
2010-08-15 00:00:00,16.54,102.94,0.86,16.46,13.34,15.72,5.77,2
2010-08-15 01:00:00,16.43,102.97,0.85,16.46,13.29,15.72,5.78,2
2010-08-15 02:00:00,16.33,103.0,0.87,16.45,13.26,15.73,5.8,2
2010-08-15 03:00:00,16.32,103.04,0.85,16.45,13.22,15.73,5.86,2
2010-08-15 04:00:00,16.3,103.05,0.84,16.44,13.19,15.74,5.95,2
2010-08-15 05:00:00,16.22,103.08,1.04,16.43,13.15,15.74,6.09,2
2010-08-15 06:00:00,16.3,103.11,2.86,16.42,13.12,15.74,6.3,2
2010-08-15 07:00:00,16.39,103.1,6.87,16.41,13.09,15.74,6.53,2
2010-08-15 08:00:00,16.47,103.1,4.88,16.4,13.07,15.75,6.78,2
2010-08-15 09:00:00,16.74,103.15,7.83,16.39,13.03,15.75,7.02,2
2010-08-15 10:00:00,17.47,103.13,19.19,16.39,13.02,15.76,7.24,2
2010-08-15 11:00:00,18.47,103.02,28.2,16.38,12.99,15.76,7.44,2
2010-08-15 12:00:00,19.53,102.84,34.9,16.37,12.96,15.77,7.61,2
2010-08-15 13:00:00,21.1,101.21,40.8,16.37,12.94,15.77,7.76,2
2010-08-15 14:00:00,23.48,88.29,57.9,16.37,12.9,15.78,7.87,2
2010-08-15 15:00:00,24.0,84.35,18.62,16.38,12.86,15.79,7.97,2
2010-08-15 16:00:00,23.86,85.95,8.0,16.4,12.81,15.79,8.03,2
2010-08-15 17:00:00,23.56,86.2,9.47,16.43,12.77,15.79,8.08,2
2010-08-15 18:00:00,23.49,86.05,4.99,16.46,12.73,15.79,8.14,2
2010-08-15 19:00:00,22.64,92.06,2.01,16.49,12.69,15.79,8.19,2
2010-08-15 20:00:00,20.68,97.44,0.85,16.53,12.66,15.79,8.23,2
2010-08-15 21:00:00,19.04,100.45,0.85,16.56,12.66,15.79,8.26,2
2010-08-15 22:00:00,18.28,101.08,0.83,16.59,12.74,15.79,8.31,2
2010-08-15 23:00:00,17.58,101.5,0.84,16.63,12.82,15.79,8.34,2
2010-08-16 00:00:00,16.85,101.8,0.85,16.66,12.86,15.79,8.38,2
2010-08-16 01:00:00,16.52,102.07,0.84,16.69,12.9,15.8,8.42,2
2010-08-16 02:00:00,16.87,102.36,0.86,16.7,12.92,15.81,8.47,2
2010-08-16 03:00:00,17.21,102.42,0.85,16.71,12.92,15.82,8.51,2
2010-08-16 04:00:00,17.47,102.41,0.84,16.71,12.93,15.83,8.54,2
2010-08-16 05:00:00,16.83,102.45,0.99,16.72,12.93,15.84,8.58,2
2010-08-16 06:00:00,16.15,102.59,4.11,16.71,12.93,15.85,8.61,2
2010-08-16 07:00:00,16.16,102.68,3.26,16.71,12.93,15.86,8.64,2
2010-08-16 08:00:00,15.85,102.83,13.7,16.71,12.94,15.87,8.66,2
2010-08-16 09:00:00,16.27,102.84,30.52,16.71,15.65,15.88,8.75,2
2010-08-16 10:00:00,16.06,102.57,11.19,16.7,15.33,15.89,9.14,2
2010-08-16 11:00:00,16.14,101.23,29.93,16.69,15.05,15.9,9.36,2
2010-08-16 12:00:00,17.82,89.73,34.99,16.68,14.82,15.92,9.48,2
2010-08-16 13:00:00,19.75,73.3,42.26,16.67,14.6,15.93,9.54,2
2010-08-16 14:00:00,20.68,68.36,81.13,16.66,14.42,15.95,9.59,2
2010-08-16 15:00:00,20.15,73.63,25.74,16.66,14.27,15.96,9.61,2
2010-08-16 16:00:00,20.23,73.38,24.36,16.66,14.14,15.97,9.63,2
2010-08-16 17:00:00,19.64,82.36,14.27,16.66,14.03,15.98,9.64,2
2010-08-16 18:00:00,18.96,84.64,6.91,16.67,13.94,15.98,9.65,2
2010-08-16 19:00:00,18.23,91.73,2.73,16.68,13.87,15.98,9.66,2
2010-08-16 20:00:00,17.35,95.81,1.11,16.69,13.81,15.98,9.66,2
2010-08-16 21:00:00,16.56,97.38,0.85,16.69,13.75,15.99,9.67,2
2010-08-16 22:00:00,16.23,98.75,0.85,16.7,13.71,15.99,9.67,2
2010-08-16 23:00:00,15.97,99.34,0.85,16.7,13.66,15.99,9.67,2
2010-08-17 00:00:00,15.93,99.77,0.86,16.7,13.62,16.0,9.68,2
2010-08-17 01:00:00,15.62,100.45,0.85,16.7,13.58,16.0,9.68,2
2010-08-17 02:00:00,15.36,101.41,0.86,16.69,13.55,16.0,9.68,2
2010-08-17 03:00:00,15.15,101.88,0.86,16.68,13.54,16.01,9.68,2
2010-08-17 04:00:00,14.81,102.08,0.85,16.67,13.62,16.01,9.69,2
2010-08-17 05:00:00,14.24,102.23,1.04,16.65,13.66,16.01,9.71,2
2010-08-17 06:00:00,13.97,102.46,3.23,16.63,13.67,16.01,9.73,2
2010-08-17 07:00:00,14.36,102.55,7.29,16.61,13.66,16.02,9.74,2
2010-08-17 08:00:00,14.81,102.54,12.65,16.6,13.65,16.02,9.75,2
2010-08-17 09:00:00,15.52,101.52,136.26,16.58,13.64,16.02,9.76,2
2010-08-17 10:00:00,17.09,89.08,33.5,16.55,13.62,16.03,9.77,2
2010-08-17 11:00:00,17.24,83.23,26.21,16.54,13.59,16.03,9.78,2
2010-08-17 12:00:00,17.36,82.44,16.12,16.52,13.55,16.03,9.77,2
2010-08-17 13:00:00,17.49,85.69,19.56,16.51,13.51,16.03,9.77,2
2010-08-17 14:00:00,17.57,86.0,20.19,16.5,13.47,16.02,9.77,2
2010-08-17 15:00:00,17.94,83.31,25.09,16.49,13.43,16.02,9.77,2
2010-08-17 16:00:00,18.18,83.36,14.36,16.49,13.39,16.02,9.76,2
2010-08-17 17:00:00,17.73,88.28,10.73,16.48,13.35,16.01,9.76,2
2010-08-17 18:00:00,17.62,87.39,5.22,16.48,13.32,16.01,9.75,2
2010-08-17 19:00:00,16.48,95.14,1.61,16.48,13.28,16.01,9.75,2
2010-08-17 20:00:00,15.67,99.63,1.15,16.48,13.25,16.0,9.76,2
2010-08-17 21:00:00,15.25,100.64,0.84,16.48,13.24,15.99,9.76,2
2010-08-17 22:00:00,15.21,101.17,0.85,16.48,13.21,15.99,9.76,2
2010-08-17 23:00:00,15.35,101.44,0.84,16.47,13.19,15.98,9.76,2
2010-08-18 00:00:00,15.25,101.31,0.87,16.47,13.17,15.98,9.76,2
2010-08-18 01:00:00,14.79,100.65,0.83,16.46,13.16,15.98,9.76,2
2010-08-18 02:00:00,14.43,99.02,0.85,16.45,13.14,15.97,9.76,2
2010-08-18 03:00:00,14.02,99.31,0.85,16.43,13.13,15.97,9.77,2
2010-08-18 04:00:00,13.73,99.48,0.85,16.42,13.11,15.96,9.77,2
2010-08-18 05:00:00,13.43,100.31,0.89,16.4,13.1,15.96,9.77,2
2010-08-18 06:00:00,13.29,101.25,2.09,16.38,13.07,15.95,9.78,2
2010-08-18 07:00:00,13.34,101.84,4.08,16.36,13.06,15.95,9.77,2
2010-08-18 08:00:00,13.53,102.04,4.35,16.34,13.04,15.95,9.77,2
2010-08-18 09:00:00,13.82,102.05,8.45,16.32,13.03,15.94,9.78,2
2010-08-18 10:00:00,14.35,101.89,10.15,16.29,13.01,15.94,9.78,2
2010-08-18 11:00:00,14.97,101.31,8.04,16.27,13.01,15.94,9.78,2
2010-08-18 12:00:00,15.66,100.48,14.53,16.25,13.0,15.93,9.78,2
2010-08-18 13:00:00,16.13,100.06,21.96,16.23,12.99,15.93,9.78,2
2010-08-18 14:00:00,16.71,100.13,31.23,16.21,13.0,15.92,9.78,2
2010-08-18 15:00:00,17.18,96.53,18.77,16.19,13.01,15.92,9.78,2
2010-08-18 16:00:00,17.65,95.17,29.82,16.18,13.02,15.92,9.78,2
2010-08-18 17:00:00,18.34,86.17,12.92,16.18,13.01,15.91,9.77,2
2010-08-18 18:00:00,18.04,89.88,6.87,16.18,13.0,15.9,9.76,2
2010-08-18 19:00:00,17.49,94.35,3.35,16.18,12.99,15.89,9.76,2
2010-08-18 20:00:00,16.44,97.14,0.92,16.19,12.98,15.88,9.75,2
2010-08-18 21:00:00,15.66,100.04,0.85,16.19,12.98,15.87,9.75,2
2010-08-18 22:00:00,15.4,99.71,0.85,16.2,12.97,15.86,9.75,2
2010-08-18 23:00:00,15.54,99.27,0.85,16.2,12.97,15.85,9.76,2
2010-08-19 00:00:00,15.03,100.83,0.84,16.2,12.96,15.85,9.76,2
2010-08-19 01:00:00,14.93,101.13,0.87,16.2,12.95,15.84,9.76,2
2010-08-19 02:00:00,14.93,101.14,0.86,16.2,12.95,15.84,9.76,2
2010-08-19 03:00:00,14.85,101.73,0.84,16.19,12.94,15.83,9.77,2
2010-08-19 04:00:00,14.58,101.89,0.87,16.18,12.94,15.83,9.77,2
2010-08-19 05:00:00,12.98,100.01,1.0,16.17,12.93,15.82,9.78,2
2010-08-19 06:00:00,11.75,98.62,2.76,16.16,12.93,15.81,9.77,2
2010-08-19 07:00:00,12.11,96.74,6.13,16.14,12.91,15.8,9.77,2
2010-08-19 08:00:00,12.98,92.04,16.6,16.14,12.91,15.81,9.77,2
2010-08-19 09:00:00,13.84,87.34,27.06,16.13,12.9,15.82,9.77,2
2010-08-19 10:00:00,15.58,81.32,27.87,16.09,12.87,15.81,9.76,2
2010-08-19 11:00:00,16.61,75.67,44.2,16.07,12.84,15.81,9.76,2
2010-08-19 12:00:00,17.44,71.8,31.16,16.05,12.82,15.81,9.75,2
2010-08-19 13:00:00,18.26,64.82,40.86,16.03,12.78,15.81,9.73,2
2010-08-19 14:00:00,18.96,62.43,49.63,16.02,12.75,15.8,9.72,2
2010-08-19 15:00:00,19.72,59.15,37.81,16.01,12.71,15.8,9.69,2
2010-08-19 16:00:00,18.35,63.35,12.91,16.01,12.68,15.79,9.68,2
2010-08-19 17:00:00,17.08,72.65,16.03,16.02,12.63,15.78,9.67,2
2010-08-19 18:00:00,17.31,76.25,7.24,16.02,12.6,15.77,9.66,2
2010-08-19 19:00:00,16.36,83.15,2.42,16.02,12.58,15.76,9.65,2
2010-08-19 20:00:00,15.38,89.78,0.87,16.02,12.56,15.75,9.63,2
2010-08-19 21:00:00,14.5,95.43,0.86,16.03,12.54,15.74,9.63,2
2010-08-19 22:00:00,14.45,95.31,0.86,16.03,12.52,15.73,9.63,2
2010-08-19 23:00:00,13.62,96.9,0.85,16.03,12.51,15.73,9.63,2
2010-08-20 00:00:00,12.45,98.91,0.87,16.03,12.51,15.72,9.62,2
2010-08-20 01:00:00,11.73,99.71,0.87,16.02,12.49,15.71,9.62,2
2010-08-20 02:00:00,11.05,100.1,0.9,16.0,12.48,15.7,9.61,2
2010-08-20 03:00:00,10.33,100.25,0.89,15.99,12.47,15.7,9.6,2
2010-08-20 04:00:00,9.8,100.37,0.91,15.97,12.46,15.69,9.61,2
2010-08-20 05:00:00,9.3,100.27,1.08,15.94,12.45,15.68,9.61,2
2010-08-20 06:00:00,9.22,100.52,3.28,15.92,12.45,15.67,9.59,2
2010-08-20 07:00:00,10.01,100.93,8.18,15.89,12.43,15.67,9.6,2
2010-08-20 08:00:00,12.37,100.72,13.52,15.85,12.42,15.67,9.6,2
2010-08-20 09:00:00,15.65,88.98,55.44,15.82,12.42,15.67,9.6,2
2010-08-20 10:00:00,17.84,78.41,30.64,15.78,12.41,15.68,9.6,2
2010-08-20 11:00:00,19.27,67.0,38.93,15.76,12.4,15.68,9.59,2
2010-08-20 12:00:00,20.45,61.87,38.07,15.74,12.37,15.68,9.58,2
2010-08-20 13:00:00,21.2,57.59,40.54,15.72,12.34,15.67,9.57,2
2010-08-20 14:00:00,21.69,54.78,45.05,15.72,12.3,15.67,9.55,2
2010-08-20 15:00:00,21.77,54.27,25.57,15.73,12.27,15.66,9.53,2
2010-08-20 16:00:00,21.63,55.97,21.61,15.74,12.23,15.65,9.51,2
2010-08-20 17:00:00,21.03,61.17,15.6,15.76,12.2,15.64,9.49,2
2010-08-20 18:00:00,20.65,66.03,9.67,15.79,12.16,15.63,9.48,2
2010-08-20 19:00:00,19.14,81.57,2.98,15.81,12.13,15.61,9.46,2
2010-08-20 20:00:00,17.18,88.77,0.9,15.84,12.11,15.6,9.45,2
2010-08-20 21:00:00,16.33,94.33,0.84,15.86,12.09,15.59,9.44,2
2010-08-20 22:00:00,15.86,94.35,0.83,15.88,12.08,15.58,9.43,2
2010-08-20 23:00:00,14.95,95.01,0.84,15.9,12.06,15.57,9.42,2
2010-08-21 00:00:00,14.19,96.44,0.86,15.91,12.05,15.57,9.42,2
2010-08-21 01:00:00,13.83,96.59,0.84,15.92,12.04,15.56,9.42,2
2010-08-21 02:00:00,13.17,96.82,0.83,15.93,12.02,15.56,9.41,2
2010-08-21 03:00:00,12.64,97.58,0.85,15.92,12.03,15.56,9.4,2
2010-08-21 04:00:00,12.11,98.15,0.88,15.92,12.02,15.56,9.39,2
2010-08-21 05:00:00,11.76,98.76,1.0,15.91,12.01,15.56,9.4,2
2010-08-21 06:00:00,11.63,99.6,2.84,15.9,12.01,15.56,9.39,2
2010-08-21 07:00:00,12.65,99.26,7.12,15.87,12.0,15.56,9.38,2
2010-08-21 08:00:00,15.01,96.08,12.56,15.86,11.99,15.56,9.38,2
2010-08-21 09:00:00,18.66,82.14,44.01,15.83,11.98,15.57,9.38,2
2010-08-21 10:00:00,21.43,73.28,29.94,15.81,11.97,15.58,9.38,2
2010-08-21 11:00:00,23.56,62.78,46.14,15.8,11.95,15.59,9.38,2
2010-08-21 12:00:00,24.91,57.96,35.14,15.79,11.93,15.6,9.36,2
2010-08-21 13:00:00,25.75,56.58,37.99,15.8,11.9,15.61,9.34,2
2010-08-21 14:00:00,26.46,55.82,41.22,15.81,11.86,15.61,9.33,2
2010-08-21 15:00:00,26.52,56.4,33.23,15.84,11.82,15.61,9.3,2
2010-08-21 16:00:00,25.79,57.56,22.14,15.88,11.78,15.61,9.28,2
2010-08-21 17:00:00,25.74,58.28,15.43,15.92,11.75,15.6,9.26,2
2010-08-21 18:00:00,24.74,69.83,8.54,15.97,11.71,15.6,9.24,2
2010-08-21 19:00:00,22.56,83.26,3.15,16.03,11.68,15.59,9.22,2
2010-08-21 20:00:00,20.79,91.28,0.87,16.08,11.65,15.59,9.21,2
2010-08-21 21:00:00,20.14,94.09,0.83,16.13,11.64,15.58,9.2,2
2010-08-21 22:00:00,19.63,94.97,0.83,16.17,11.63,15.58,9.19,2
2010-08-21 23:00:00,18.84,97.33,0.83,16.21,11.62,15.58,9.18,2
2010-08-22 00:00:00,18.33,97.71,0.84,16.25,11.6,15.59,9.18,2
2010-08-22 01:00:00,17.77,98.86,0.83,16.28,11.6,15.6,9.18,2
2010-08-22 02:00:00,17.27,99.37,0.83,16.3,11.59,15.61,9.17,2
2010-08-22 03:00:00,16.87,99.8,0.84,16.32,11.59,15.62,9.17,2
2010-08-22 04:00:00,16.37,100.05,0.84,16.33,11.57,15.63,9.16,2
2010-08-22 05:00:00,15.78,100.17,0.94,16.34,11.57,15.64,9.16,2
2010-08-22 06:00:00,15.62,100.45,2.71,16.35,11.56,15.65,9.15,2
2010-08-22 07:00:00,16.14,100.34,6.92,16.35,11.56,15.66,9.15,2
2010-08-22 08:00:00,18.1,99.43,12.78,16.34,11.55,15.67,9.15,2
2010-08-22 09:00:00,20.96,89.45,37.53,16.34,11.54,15.69,9.15,2
2010-08-22 10:00:00,23.3,76.26,35.07,16.33,11.54,15.71,9.14,2
2010-08-22 11:00:00,25.33,67.93,52.31,16.33,11.52,15.74,9.13,2
2010-08-22 12:00:00,26.94,60.21,39.91,16.34,11.48,15.76,9.12,2
2010-08-22 13:00:00,27.72,54.54,40.19,16.36,11.46,15.78,9.1,2
2010-08-22 14:00:00,28.1,53.47,39.3,16.38,11.42,15.79,9.09,2
2010-08-22 15:00:00,26.27,62.5,18.62,16.43,11.38,15.8,9.06,2
2010-08-22 16:00:00,25.42,67.0,21.16,16.47,11.34,15.8,9.04,2
2010-08-22 17:00:00,25.55,64.97,12.55,16.51,11.31,15.8,9.02,2
2010-08-22 18:00:00,24.54,67.16,6.12,16.55,11.27,15.8,9.0,2
